lead,lag,lead_category,lag_category,same_category,lookback,horizon,ic,abs_ic,full_proxy,portal_proxy,count,portal_count
TRANSLATOR_ECLIPSE_CHARCOAL,SLEEP_POD_LAMB_WOOL,TRANSLATOR,SLEEP_POD,False,100,50,0.03297,0.03297,50670.0,31081.0,29550,9850
SLEEP_POD_COTTON,TRANSLATOR_GRAPHITE_MIST,SLEEP_POD,TRANSLATOR,False,10,50,0.01056,0.01056,28399.0,31070.0,29820,9940
TRANSLATOR_VOID_BLUE,PEBBLES_XL,TRANSLATOR,PEBBLES,False,10,10,0.01322,0.01322,39315.5,31060.0,29940,9980
PEBBLES_S,GALAXY_SOUNDS_SOLAR_FLAMES,PEBBLES,GALAXY_SOUNDS,False,100,50,0.01133,0.01133,38149.5,31057.5,29550,9850
TRANSLATOR_ECLIPSE_CHARCOAL,UV_VISOR_ORANGE,TRANSLATOR,UV_VISOR,False,100,10,0.03787,0.03787,45255.5,31055.5,29670,9890
ROBOT_LAUNDRY,GALAXY_SOUNDS_SOLAR_FLAMES,ROBOT,GALAXY_SOUNDS,False,50,50,0.03816,0.03816,61805.0,31044.5,29700,9900
SLEEP_POD_NYLON,OXYGEN_SHAKE_MINT,SLEEP_POD,OXYGEN_SHAKE,False,10,50,0.00619,0.00619,20714.5,31040.0,29820,9940
SNACKPACK_VANILLA,GALAXY_SOUNDS_BLACK_HOLES,SNACKPACK,GALAXY_SOUNDS,False,10,50,-0.00077,0.00077,28256.0,31035.5,29820,9940
SLEEP_POD_POLYESTER,TRANSLATOR_GRAPHITE_MIST,SLEEP_POD,TRANSLATOR,False,10,50,0.02865,0.02865,38762.5,31034.0,29820,9940
ROBOT_LAUNDRY,TRANSLATOR_GRAPHITE_MIST,ROBOT,TRANSLATOR,False,200,50,0.0543,0.0543,145516.0,31032.5,29250,9750
ROBOT_DISHES,PEBBLES_M,ROBOT,PEBBLES,False,100,50,-0.02761,0.02761,-31196.0,31029.5,29550,9850
TRANSLATOR_ASTRO_BLACK,PEBBLES_M,TRANSLATOR,PEBBLES,False,200,50,0.0086,0.0086,17909.0,31028.5,29250,9750
PEBBLES_XL,ROBOT_LAUNDRY,PEBBLES,ROBOT,False,100,50,0.02786,0.02786,41327.5,31020.0,29550,9850
OXYGEN_SHAKE_GARLIC,SNACKPACK_VANILLA,OXYGEN_SHAKE,SNACKPACK,False,200,50,0.01119,0.01119,44059.5,31010.5,29250,9750
OXYGEN_SHAKE_EVENING_BREATH,GALAXY_SOUNDS_SOLAR_WINDS,OXYGEN_SHAKE,GALAXY_SOUNDS,False,50,50,-0.06986,0.06986,-119241.5,31007.0,29700,9900
OXYGEN_SHAKE_EVENING_BREATH,SLEEP_POD_LAMB_WOOL,OXYGEN_SHAKE,SLEEP_POD,False,100,50,-0.01171,0.01171,10212.5,30989.0,29550,9850
TRANSLATOR_ECLIPSE_CHARCOAL,OXYGEN_SHAKE_CHOCOLATE,TRANSLATOR,OXYGEN_SHAKE,False,50,50,0.03487,0.03487,77607.5,30987.0,29700,9900
GALAXY_SOUNDS_DARK_MATTER,OXYGEN_SHAKE_CHOCOLATE,GALAXY_SOUNDS,OXYGEN_SHAKE,False,100,50,0.00777,0.00777,47049.5,30986.0,29550,9850
MICROCHIP_TRIANGLE,OXYGEN_SHAKE_MORNING_BREATH,MICROCHIP,OXYGEN_SHAKE,False,50,50,-0.03872,0.03872,-25369.0,30985.5,29700,9900
SLEEP_POD_POLYESTER,GALAXY_SOUNDS_BLACK_HOLES,SLEEP_POD,GALAXY_SOUNDS,False,50,50,0.04989,0.04989,96348.5,30983.5,29700,9900
PEBBLES_M,SNACKPACK_RASPBERRY,PEBBLES,SNACKPACK,False,50,50,0.05585,0.05585,84505.0,30978.5,29700,9900
OXYGEN_SHAKE_CHOCOLATE,GALAXY_SOUNDS_SOLAR_FLAMES,OXYGEN_SHAKE,GALAXY_SOUNDS,False,10,50,-3e-05,3e-05,-480.0,30973.5,29820,9940
UV_VISOR_RED,PEBBLES_XL,UV_VISOR,PEBBLES,False,100,5,0.0038,0.0038,42991.5,30966.0,29685,9895
TRANSLATOR_ASTRO_BLACK,GALAXY_SOUNDS_DARK_MATTER,TRANSLATOR,GALAXY_SOUNDS,False,50,50,0.031,0.031,28135.0,30963.5,29700,9900
GALAXY_SOUNDS_SOLAR_WINDS,ROBOT_LAUNDRY,GALAXY_SOUNDS,ROBOT,False,50,50,0.03241,0.03241,58320.0,30959.0,29700,9900
ROBOT_VACUUMING,UV_VISOR_ORANGE,ROBOT,UV_VISOR,False,10,50,-0.01453,0.01453,23584.5,30954.5,29820,9940
PANEL_1X2,PEBBLES_XL,PANEL,PEBBLES,False,100,10,0.00173,0.00173,50730.5,30949.0,29670,9890
GALAXY_SOUNDS_SOLAR_WINDS,MICROCHIP_TRIANGLE,GALAXY_SOUNDS,MICROCHIP,False,100,50,-0.00054,0.00054,61119.5,30949.0,29550,9850
ROBOT_LAUNDRY,PEBBLES_XS,ROBOT,PEBBLES,False,100,50,-0.00615,0.00615,-1663.0,30943.5,29550,9850
MICROCHIP_RECTANGLE,PANEL_2X2,MICROCHIP,PANEL,False,100,50,-0.04255,0.04255,-44089.0,30924.5,29550,9850
PEBBLES_XL,UV_VISOR_ORANGE,PEBBLES,UV_VISOR,False,50,50,0.041,0.041,139119.5,30920.5,29700,9900
SLEEP_POD_NYLON,MICROCHIP_TRIANGLE,SLEEP_POD,MICROCHIP,False,10,50,0.02404,0.02404,37903.5,30913.0,29820,9940
MICROCHIP_CIRCLE,OXYGEN_SHAKE_MORNING_BREATH,MICROCHIP,OXYGEN_SHAKE,False,200,50,0.00034,0.00034,-21788.5,30904.5,29250,9750
MICROCHIP_OVAL,PEBBLES_M,MICROCHIP,PEBBLES,False,200,50,0.05749,0.05749,66384.0,30872.5,29250,9750
PEBBLES_XL,MICROCHIP_OVAL,PEBBLES,MICROCHIP,False,10,50,0.03062,0.03062,85989.0,30851.5,29820,9940
MICROCHIP_TRIANGLE,SLEEP_POD_POLYESTER,MICROCHIP,SLEEP_POD,False,100,10,-0.01028,0.01028,2415.5,30831.5,29670,9890
SLEEP_POD_SUEDE,UV_VISOR_RED,SLEEP_POD,UV_VISOR,False,50,50,-0.01509,0.01509,-20561.5,30829.0,29700,9900
SNACKPACK_CHOCOLATE,TRANSLATOR_GRAPHITE_MIST,SNACKPACK,TRANSLATOR,False,100,50,0.00392,0.00392,35727.0,30811.5,29550,9850
TRANSLATOR_VOID_BLUE,MICROCHIP_RECTANGLE,TRANSLATOR,MICROCHIP,False,200,50,0.05373,0.05373,115363.5,30738.0,29250,9750
OXYGEN_SHAKE_MINT,PEBBLES_M,OXYGEN_SHAKE,PEBBLES,False,10,50,0.02421,0.02421,50352.0,30708.5,29820,9940
GALAXY_SOUNDS_SOLAR_WINDS,MICROCHIP_TRIANGLE,GALAXY_SOUNDS,MICROCHIP,False,50,50,0.01368,0.01368,89115.0,30698.5,29700,9900
SNACKPACK_VANILLA,SLEEP_POD_POLYESTER,SNACKPACK,SLEEP_POD,False,100,50,0.00116,0.00116,14755.5,30677.5,29550,9850
UV_VISOR_YELLOW,TRANSLATOR_GRAPHITE_MIST,UV_VISOR,TRANSLATOR,False,5,50,0.01418,0.01418,46022.5,30676.5,29835,9945
PANEL_4X4,SNACKPACK_VANILLA,PANEL,SNACKPACK,False,50,50,0.01894,0.01894,43944.5,30661.0,29700,9900
GALAXY_SOUNDS_SOLAR_FLAMES,ROBOT_LAUNDRY,GALAXY_SOUNDS,ROBOT,False,10,50,0.02138,0.02138,48689.5,30644.5,29820,9940
SNACKPACK_STRAWBERRY,TRANSLATOR_GRAPHITE_MIST,SNACKPACK,TRANSLATOR,False,50,50,0.04259,0.04259,75087.5,30593.0,29700,9900
PEBBLES_XS,SNACKPACK_STRAWBERRY,PEBBLES,SNACKPACK,False,50,50,0.05954,0.05954,59123.5,30590.0,29700,9900
TRANSLATOR_SPACE_GRAY,GALAXY_SOUNDS_PLANETARY_RINGS,TRANSLATOR,GALAXY_SOUNDS,False,100,50,0.01425,0.01425,39042.5,30560.5,29550,9850
PEBBLES_XS,SLEEP_POD_SUEDE,PEBBLES,SLEEP_POD,False,5,50,0.02088,0.02088,34304.5,30551.0,29835,9945
OXYGEN_SHAKE_MORNING_BREATH,PEBBLES_L,OXYGEN_SHAKE,PEBBLES,False,50,10,0.00038,0.00038,145.5,30527.5,29820,9940
TRANSLATOR_GRAPHITE_MIST,MICROCHIP_TRIANGLE,TRANSLATOR,MICROCHIP,False,10,50,0.00352,0.00352,12119.5,30487.0,29820,9940
OXYGEN_SHAKE_MORNING_BREATH,ROBOT_MOPPING,OXYGEN_SHAKE,ROBOT,False,100,50,-0.03928,0.03928,-107220.5,30486.0,29550,9850
PEBBLES_XL,GALAXY_SOUNDS_BLACK_HOLES,PEBBLES,GALAXY_SOUNDS,False,200,50,0.02079,0.02079,35855.0,30462.5,29250,9750
TRANSLATOR_VOID_BLUE,UV_VISOR_ORANGE,TRANSLATOR,UV_VISOR,False,5,50,0.00314,0.00314,16794.5,30454.0,29835,9945
SNACKPACK_STRAWBERRY,OXYGEN_SHAKE_CHOCOLATE,SNACKPACK,OXYGEN_SHAKE,False,50,50,-0.05578,0.05578,-74497.0,30424.5,29700,9900
PANEL_1X2,SLEEP_POD_POLYESTER,PANEL,SLEEP_POD,False,10,50,0.0286,0.0286,69772.5,30424.0,29820,9940
ROBOT_VACUUMING,GALAXY_SOUNDS_DARK_MATTER,ROBOT,GALAXY_SOUNDS,False,100,50,0.00061,0.00061,29290.0,30413.0,29550,9850
ROBOT_IRONING,SLEEP_POD_NYLON,ROBOT,SLEEP_POD,False,10,50,-0.0,0.0,-7947.5,30396.0,29820,9940
MICROCHIP_RECTANGLE,MICROCHIP_TRIANGLE,MICROCHIP,MICROCHIP,True,50,50,0.00055,0.00055,2433.5,30390.0,29700,9900
SNACKPACK_RASPBERRY,ROBOT_LAUNDRY,SNACKPACK,ROBOT,False,50,50,0.03942,0.03942,96008.5,30360.5,29700,9900
SLEEP_POD_COTTON,UV_VISOR_RED,SLEEP_POD,UV_VISOR,False,100,50,0.04937,0.04937,121782.5,30345.0,29550,9850
UV_VISOR_RED,SLEEP_POD_COTTON,UV_VISOR,SLEEP_POD,False,200,50,0.01899,0.01899,124096.0,30330.5,29250,9750
TRANSLATOR_VOID_BLUE,SLEEP_POD_POLYESTER,TRANSLATOR,SLEEP_POD,False,50,50,0.03982,0.03982,87330.0,30316.0,29700,9900
PANEL_1X4,PEBBLES_XL,PANEL,PEBBLES,False,50,10,-0.02025,0.02025,-18125.5,30272.0,29820,9940
GALAXY_SOUNDS_SOLAR_FLAMES,MICROCHIP_SQUARE,GALAXY_SOUNDS,MICROCHIP,False,200,10,0.03027,0.03027,62008.0,30254.0,29370,9790
PEBBLES_XL,PEBBLES_L,PEBBLES,PEBBLES,True,10,50,0.00141,0.00141,-16306.5,30245.5,29820,9940
UV_VISOR_ORANGE,OXYGEN_SHAKE_CHOCOLATE,UV_VISOR,OXYGEN_SHAKE,False,200,50,-0.00476,0.00476,35246.5,30242.5,29250,9750
OXYGEN_SHAKE_MINT,PEBBLES_L,OXYGEN_SHAKE,PEBBLES,False,100,50,-0.01674,0.01674,-29346.0,30235.5,29550,9850
GALAXY_SOUNDS_BLACK_HOLES,SNACKPACK_STRAWBERRY,GALAXY_SOUNDS,SNACKPACK,False,50,50,0.0168,0.0168,8145.0,30208.0,29700,9900
UV_VISOR_MAGENTA,SNACKPACK_PISTACHIO,UV_VISOR,SNACKPACK,False,200,50,-0.00218,0.00218,12783.0,30183.5,29250,9750
SLEEP_POD_POLYESTER,SNACKPACK_VANILLA,SLEEP_POD,SNACKPACK,False,100,50,0.00416,0.00416,-1796.0,30157.0,29550,9850
PANEL_1X2,MICROCHIP_RECTANGLE,PANEL,MICROCHIP,False,10,50,0.01472,0.01472,46972.5,30153.0,29820,9940
TRANSLATOR_VOID_BLUE,SNACKPACK_VANILLA,TRANSLATOR,SNACKPACK,False,50,50,0.10255,0.10255,101678.0,30123.0,29700,9900
ROBOT_MOPPING,GALAXY_SOUNDS_SOLAR_FLAMES,ROBOT,GALAXY_SOUNDS,False,10,50,0.01847,0.01847,32702.5,30121.5,29820,9940
OXYGEN_SHAKE_GARLIC,MICROCHIP_SQUARE,OXYGEN_SHAKE,MICROCHIP,False,10,50,0.01019,0.01019,-17075.5,30111.5,29820,9940
SLEEP_POD_POLYESTER,PANEL_1X2,SLEEP_POD,PANEL,False,200,50,-0.00141,0.00141,10923.0,30088.0,29250,9750
PANEL_2X2,OXYGEN_SHAKE_MINT,PANEL,OXYGEN_SHAKE,False,5,50,0.03257,0.03257,48958.5,30087.0,29835,9945
MICROCHIP_OVAL,OXYGEN_SHAKE_MINT,MICROCHIP,OXYGEN_SHAKE,False,200,50,0.05767,0.05767,96834.0,30058.5,29250,9750
SLEEP_POD_SUEDE,SLEEP_POD_COTTON,SLEEP_POD,SLEEP_POD,True,100,50,0.01951,0.01951,46889.0,30058.0,29550,9850
SLEEP_POD_NYLON,UV_VISOR_ORANGE,SLEEP_POD,UV_VISOR,False,100,50,-0.0447,0.0447,-26016.5,30053.0,29550,9850
MICROCHIP_CIRCLE,OXYGEN_SHAKE_CHOCOLATE,MICROCHIP,OXYGEN_SHAKE,False,200,10,0.02867,0.02867,34541.0,30048.0,29370,9790
OXYGEN_SHAKE_GARLIC,SNACKPACK_STRAWBERRY,OXYGEN_SHAKE,SNACKPACK,False,100,50,0.00814,0.00814,35410.0,30033.5,29550,9850
OXYGEN_SHAKE_MORNING_BREATH,MICROCHIP_SQUARE,OXYGEN_SHAKE,MICROCHIP,False,200,10,-0.01536,0.01536,-37692.5,30030.0,29370,9790
TRANSLATOR_VOID_BLUE,SLEEP_POD_SUEDE,TRANSLATOR,SLEEP_POD,False,200,50,-0.02904,0.02904,-51006.0,30018.0,29250,9750
GALAXY_SOUNDS_BLACK_HOLES,ROBOT_VACUUMING,GALAXY_SOUNDS,ROBOT,False,10,50,0.00736,0.00736,14776.0,30002.5,29820,9940
SNACKPACK_PISTACHIO,TRANSLATOR_SPACE_GRAY,SNACKPACK,TRANSLATOR,False,50,50,0.00577,0.00577,15088.5,29994.5,29700,9900
SLEEP_POD_NYLON,PEBBLES_XS,SLEEP_POD,PEBBLES,False,200,50,-0.01651,0.01651,-96960.0,29976.5,29250,9750
PEBBLES_L,PANEL_2X4,PEBBLES,PANEL,False,10,50,0.01837,0.01837,41874.5,29955.5,29820,9940
GALAXY_SOUNDS_SOLAR_WINDS,OXYGEN_SHAKE_GARLIC,GALAXY_SOUNDS,OXYGEN_SHAKE,False,100,50,0.01205,0.01205,33344.0,29952.5,29550,9850
PEBBLES_S,OXYGEN_SHAKE_MINT,PEBBLES,OXYGEN_SHAKE,False,200,50,0.03513,0.03513,91065.5,29951.5,29250,9750
PANEL_2X2,GALAXY_SOUNDS_DARK_MATTER,PANEL,GALAXY_SOUNDS,False,10,50,-0.01114,0.01114,14196.5,29941.0,29820,9940
PANEL_1X2,OXYGEN_SHAKE_MINT,PANEL,OXYGEN_SHAKE,False,10,50,0.01356,0.01356,31861.0,29939.5,29820,9940
SNACKPACK_RASPBERRY,SNACKPACK_CHOCOLATE,SNACKPACK,SNACKPACK,True,10,50,0.019,0.019,29027.0,29931.5,29820,9940
PEBBLES_L,ROBOT_MOPPING,PEBBLES,ROBOT,False,100,50,-0.02339,0.02339,-10693.5,29927.5,29550,9850
OXYGEN_SHAKE_MORNING_BREATH,GALAXY_SOUNDS_DARK_MATTER,OXYGEN_SHAKE,GALAXY_SOUNDS,False,200,50,-0.0172,0.0172,23829.5,29913.5,29250,9750
MICROCHIP_OVAL,PEBBLES_L,MICROCHIP,PEBBLES,False,5,50,-0.00629,0.00629,2009.0,29898.5,29835,9945
UV_VISOR_YELLOW,SLEEP_POD_NYLON,UV_VISOR,SLEEP_POD,False,200,50,0.03521,0.03521,45756.5,29895.0,29250,9750
MICROCHIP_TRIANGLE,TRANSLATOR_GRAPHITE_MIST,MICROCHIP,TRANSLATOR,False,50,50,-0.00387,0.00387,-22213.0,29893.5,29700,9900
OXYGEN_SHAKE_MORNING_BREATH,MICROCHIP_TRIANGLE,OXYGEN_SHAKE,MICROCHIP,False,50,50,0.03711,0.03711,55901.5,29874.5,29700,9900
MICROCHIP_CIRCLE,SNACKPACK_STRAWBERRY,MICROCHIP,SNACKPACK,False,100,50,0.03233,0.03233,45952.5,29868.0,29550,9850
GALAXY_SOUNDS_SOLAR_FLAMES,OXYGEN_SHAKE_GARLIC,GALAXY_SOUNDS,OXYGEN_SHAKE,False,50,50,0.03783,0.03783,57771.0,29853.5,29700,9900
SNACKPACK_STRAWBERRY,PANEL_2X4,SNACKPACK,PANEL,False,100,50,-0.02045,0.02045,40289.5,29849.0,29550,9850
SNACKPACK_CHOCOLATE,OXYGEN_SHAKE_GARLIC,SNACKPACK,OXYGEN_SHAKE,False,10,50,0.02241,0.02241,41393.0,29817.0,29820,9940
PANEL_2X2,UV_VISOR_YELLOW,PANEL,UV_VISOR,False,5,50,0.00327,0.00327,8415.5,29802.0,29835,9945
UV_VISOR_ORANGE,SLEEP_POD_POLYESTER,UV_VISOR,SLEEP_POD,False,10,50,0.03991,0.03991,79629.0,29797.0,29820,9940
SLEEP_POD_NYLON,GALAXY_SOUNDS_DARK_MATTER,SLEEP_POD,GALAXY_SOUNDS,False,5,50,0.03094,0.03094,47391.0,29793.5,29835,9945
ROBOT_DISHES,SLEEP_POD_LAMB_WOOL,ROBOT,SLEEP_POD,False,100,50,0.00787,0.00787,42144.5,29791.5,29550,9850
OXYGEN_SHAKE_MORNING_BREATH,ROBOT_DISHES,OXYGEN_SHAKE,ROBOT,False,10,50,0.01986,0.01986,22922.5,29781.5,29820,9940
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,GALAXY_SOUNDS,True,5,50,0.01589,0.01589,31489.5,29735.0,29835,9945
MICROCHIP_TRIANGLE,ROBOT_IRONING,MICROCHIP,ROBOT,False,200,50,0.00239,0.00239,66553.0,29728.5,29250,9750
SNACKPACK_CHOCOLATE,UV_VISOR_ORANGE,SNACKPACK,UV_VISOR,False,100,50,-0.08028,0.08028,-92281.0,29708.5,29550,9850
MICROCHIP_OVAL,MICROCHIP_SQUARE,MICROCHIP,MICROCHIP,True,50,50,-0.03397,0.03397,-118194.5,29693.0,29700,9900
TRANSLATOR_VOID_BLUE,SLEEP_POD_COTTON,TRANSLATOR,SLEEP_POD,False,200,10,0.0252,0.0252,36166.5,29685.5,29370,9790
GALAXY_SOUNDS_SOLAR_FLAMES,MICROCHIP_RECTANGLE,GALAXY_SOUNDS,MICROCHIP,False,10,50,0.00137,0.00137,8289.0,29676.5,29820,9940
PANEL_2X2,UV_VISOR_MAGENTA,PANEL,UV_VISOR,False,50,50,-0.01354,0.01354,-30771.0,29675.0,29700,9900
UV_VISOR_MAGENTA,ROBOT_IRONING,UV_VISOR,ROBOT,False,50,50,0.01744,0.01744,36469.5,29670.0,29700,9900
SNACKPACK_STRAWBERRY,UV_VISOR_MAGENTA,SNACKPACK,UV_VISOR,False,200,50,-0.05829,0.05829,-49107.0,29663.0,29250,9750
PANEL_1X4,ROBOT_MOPPING,PANEL,ROBOT,False,100,50,-0.05488,0.05488,-107114.5,29649.5,29550,9850
PEBBLES_XS,PEBBLES_M,PEBBLES,PEBBLES,True,50,50,-0.02713,0.02713,-101914.5,29646.5,29700,9900
GALAXY_SOUNDS_SOLAR_WINDS,TRANSLATOR_GRAPHITE_MIST,GALAXY_SOUNDS,TRANSLATOR,False,50,50,0.06928,0.06928,84658.0,29645.0,29700,9900
PEBBLES_XS,PEBBLES_XL,PEBBLES,PEBBLES,True,10,10,0.00792,0.00792,19850.0,29642.5,29940,9980
SLEEP_POD_POLYESTER,TRANSLATOR_SPACE_GRAY,SLEEP_POD,TRANSLATOR,False,200,50,0.00301,0.00301,18193.5,29621.5,29250,9750
OXYGEN_SHAKE_MORNING_BREATH,PEBBLES_L,OXYGEN_SHAKE,PEBBLES,False,5,50,0.00031,0.00031,-3560.0,29617.0,29835,9945
MICROCHIP_OVAL,TRANSLATOR_SPACE_GRAY,MICROCHIP,TRANSLATOR,False,200,50,-0.02438,0.02438,958.0,29604.0,29250,9750
OXYGEN_SHAKE_MINT,MICROCHIP_TRIANGLE,OXYGEN_SHAKE,MICROCHIP,False,100,10,0.01444,0.01444,-7459.0,29603.5,29670,9890
GALAXY_SOUNDS_DARK_MATTER,SLEEP_POD_COTTON,GALAXY_SOUNDS,SLEEP_POD,False,10,10,0.04182,0.04182,36521.0,29590.0,29940,9980
TRANSLATOR_VOID_BLUE,SLEEP_POD_LAMB_WOOL,TRANSLATOR,SLEEP_POD,False,200,50,-0.01535,0.01535,36240.5,29565.0,29250,9750
PEBBLES_M,TRANSLATOR_VOID_BLUE,PEBBLES,TRANSLATOR,False,100,50,-0.01682,0.01682,-14245.5,29548.5,29550,9850
ROBOT_IRONING,TRANSLATOR_GRAPHITE_MIST,ROBOT,TRANSLATOR,False,50,50,-0.00926,0.00926,2254.5,29540.0,29700,9900
ROBOT_LAUNDRY,ROBOT_VACUUMING,ROBOT,ROBOT,True,50,50,-0.03328,0.03328,-50433.5,29528.0,29700,9900
OXYGEN_SHAKE_CHOCOLATE,GALAXY_SOUNDS_SOLAR_WINDS,OXYGEN_SHAKE,GALAXY_SOUNDS,False,50,50,0.03198,0.03198,61405.0,29523.0,29700,9900
SLEEP_POD_SUEDE,GALAXY_SOUNDS_BLACK_HOLES,SLEEP_POD,GALAXY_SOUNDS,False,100,50,-0.04803,0.04803,-59229.0,29509.5,29550,9850
OXYGEN_SHAKE_EVENING_BREATH,UV_VISOR_MAGENTA,OXYGEN_SHAKE,UV_VISOR,False,10,50,0.01109,0.01109,15109.0,29506.5,29820,9940
PANEL_4X4,MICROCHIP_SQUARE,PANEL,MICROCHIP,False,200,50,-0.02377,0.02377,-78335.5,29501.5,29250,9750
SNACKPACK_CHOCOLATE,GALAXY_SOUNDS_SOLAR_WINDS,SNACKPACK,GALAXY_SOUNDS,False,200,10,0.03756,0.03756,49786.5,29498.5,29370,9790
OXYGEN_SHAKE_MINT,GALAXY_SOUNDS_PLANETARY_RINGS,OXYGEN_SHAKE,GALAXY_SOUNDS,False,50,50,-0.02108,0.02108,-1144.0,29472.5,29700,9900
SLEEP_POD_LAMB_WOOL,PEBBLES_XL,SLEEP_POD,PEBBLES,False,200,10,0.01329,0.01329,70117.0,29471.5,29370,9790
SLEEP_POD_LAMB_WOOL,OXYGEN_SHAKE_GARLIC,SLEEP_POD,OXYGEN_SHAKE,False,200,50,-0.01518,0.01518,-81303.5,29469.5,29250,9750
ROBOT_VACUUMING,OXYGEN_SHAKE_MORNING_BREATH,ROBOT,OXYGEN_SHAKE,False,100,50,-0.01359,0.01359,5048.0,29451.5,29550,9850
PANEL_4X4,PEBBLES_XS,PANEL,PEBBLES,False,10,50,0.03997,0.03997,65154.0,29439.5,29820,9940
ROBOT_LAUNDRY,PEBBLES_S,ROBOT,PEBBLES,False,200,50,0.05179,0.05179,222574.0,29437.5,29250,9750
PANEL_1X4,PEBBLES_XL,PANEL,PEBBLES,False,100,5,-0.00152,0.00152,7528.5,29429.5,29685,9895
MICROCHIP_SQUARE,PEBBLES_S,MICROCHIP,PEBBLES,False,100,50,0.00661,0.00661,-64613.5,29407.5,29550,9850
SNACKPACK_STRAWBERRY,GALAXY_SOUNDS_DARK_MATTER,SNACKPACK,GALAXY_SOUNDS,False,200,50,0.03681,0.03681,65919.5,29405.5,29250,9750
PANEL_1X4,PEBBLES_M,PANEL,PEBBLES,False,200,50,-0.01816,0.01816,-68571.0,29403.0,29250,9750
OXYGEN_SHAKE_MORNING_BREATH,SLEEP_POD_SUEDE,OXYGEN_SHAKE,SLEEP_POD,False,100,50,-0.02716,0.02716,-72449.0,29399.5,29550,9850
TRANSLATOR_ASTRO_BLACK,UV_VISOR_MAGENTA,TRANSLATOR,UV_VISOR,False,50,50,0.00361,0.00361,54310.5,29370.0,29700,9900
PEBBLES_XS,PANEL_1X2,PEBBLES,PANEL,False,10,50,0.0088,0.0088,14096.0,29368.5,29820,9940
OXYGEN_SHAKE_GARLIC,PEBBLES_XL,OXYGEN_SHAKE,PEBBLES,False,1,50,-0.00021,0.00021,18444.0,29354.5,29847,9949
TRANSLATOR_ECLIPSE_CHARCOAL,ROBOT_IRONING,TRANSLATOR,ROBOT,False,50,50,-0.01398,0.01398,-14550.0,29313.0,29700,9900
SNACKPACK_CHOCOLATE,ROBOT_MOPPING,SNACKPACK,ROBOT,False,50,50,-0.05561,0.05561,-72848.5,29294.0,29700,9900
UV_VISOR_RED,PANEL_2X2,UV_VISOR,PANEL,False,200,50,-0.01261,0.01261,709.0,29287.5,29250,9750
GALAXY_SOUNDS_BLACK_HOLES,PEBBLES_XS,GALAXY_SOUNDS,PEBBLES,False,100,50,0.09426,0.09426,214699.0,29281.5,29550,9850
PANEL_1X4,GALAXY_SOUNDS_DARK_MATTER,PANEL,GALAXY_SOUNDS,False,200,50,0.00369,0.00369,31810.0,29275.5,29250,9750
PANEL_4X4,PEBBLES_XL,PANEL,PEBBLES,False,10,50,-0.01507,0.01507,-68752.0,29251.5,29820,9940
SLEEP_POD_COTTON,UV_VISOR_MAGENTA,SLEEP_POD,UV_VISOR,False,100,50,-0.0145,0.0145,50879.0,29245.5,29550,9850
GALAXY_SOUNDS_BLACK_HOLES,PEBBLES_XS,GALAXY_SOUNDS,PEBBLES,False,50,50,0.10972,0.10972,221959.0,29245.0,29700,9900
TRANSLATOR_ECLIPSE_CHARCOAL,OXYGEN_SHAKE_EVENING_BREATH,TRANSLATOR,OXYGEN_SHAKE,False,200,50,0.01098,0.01098,2575.0,29241.0,29250,9750
TRANSLATOR_ECLIPSE_CHARCOAL,PEBBLES_XL,TRANSLATOR,PEBBLES,False,5,10,0.00861,0.00861,33058.0,29239.5,29955,9985
PEBBLES_M,ROBOT_MOPPING,PEBBLES,ROBOT,False,5,50,0.00657,0.00657,-1639.5,29236.0,29835,9945
SNACKPACK_RASPBERRY,ROBOT_LAUNDRY,SNACKPACK,ROBOT,False,200,50,-0.01438,0.01438,37278.0,29213.5,29250,9750
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,GALAXY_SOUNDS,True,50,50,0.00288,0.00288,13872.5,29210.0,29700,9900
TRANSLATOR_GRAPHITE_MIST,PANEL_1X2,TRANSLATOR,PANEL,False,200,50,0.00263,0.00263,3145.5,29197.5,29250,9750
ROBOT_DISHES,UV_VISOR_ORANGE,ROBOT,UV_VISOR,False,50,50,0.02503,0.02503,53629.0,29190.5,29700,9900
MICROCHIP_SQUARE,GALAXY_SOUNDS_BLACK_HOLES,MICROCHIP,GALAXY_SOUNDS,False,200,50,-0.01902,0.01902,-19979.5,29173.5,29250,9750
SLEEP_POD_LAMB_WOOL,OXYGEN_SHAKE_GARLIC,SLEEP_POD,OXYGEN_SHAKE,False,10,50,-0.00441,0.00441,-24365.0,29165.0,29820,9940
GALAXY_SOUNDS_SOLAR_FLAMES,UV_VISOR_YELLOW,GALAXY_SOUNDS,UV_VISOR,False,100,50,0.00236,0.00236,38078.0,29162.5,29550,9850
OXYGEN_SHAKE_GARLIC,GALAXY_SOUNDS_SOLAR_WINDS,OXYGEN_SHAKE,GALAXY_SOUNDS,False,100,50,-0.01834,0.01834,-84173.0,29135.0,29550,9850
TRANSLATOR_SPACE_GRAY,TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,TRANSLATOR,True,200,50,0.01468,0.01468,22442.5,29132.5,29250,9750
