target,category,kind,peers,coefs,full_resid_std,portal_resid_std,full_reversion_proxy,portal_reversion_proxy,signal_count,portal_signal_count,day2_proxy,day3_proxy,day4_proxy,stability_min_day
SLEEP_POD_POLYESTER,SLEEP_POD,small_int_dev,SLEEP_POD_COTTON|GALAXY_SOUNDS_BLACK_HOLES,3|2,3392.791,1369.2888,284594.5,256697.5,5533,4947,27897.0,0.0,256697.5,0.0
PEBBLES_L,PEBBLES,small_int_dev,PEBBLES_M|PEBBLES_XL,-1|3,5318.8725,4948.1365,624566.5,256632.0,5787,2130,367934.5,0.0,256632.0,0.0
PEBBLES_M,PEBBLES,small_int_dev,PEBBLES_L|PEBBLES_XL,-1|3,5318.8725,4948.1365,624566.5,256632.0,5787,2130,367934.5,0.0,256632.0,0.0
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,small_int_dev,GALAXY_SOUNDS_SOLAR_FLAMES|PEBBLES_L,1|-3,2163.4295,2544.6901,390401.5,256470.0,4188,2321,118153.5,15778.0,256470.0,15778.0
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR,small_int_dev,PEBBLES_S|OXYGEN_SHAKE_MORNING_BREATH,3|1,3161.9526,1266.2759,302050.5,256253.0,4893,4809,45797.5,0.0,256253.0,0.0
MICROCHIP_SQUARE,MICROCHIP,small_int_dev,PEBBLES_XL|SNACKPACK_PISTACHIO,2|3,2613.9419,3137.3756,303387.5,255956.5,3668,3449,27566.5,19864.5,255956.5,19864.5
PEBBLES_M,PEBBLES,small_int_dev,PEBBLES_XS|MICROCHIP_SQUARE,3|3,2236.2713,2719.5234,432782.0,255877.0,3744,2813,0.0,176905.0,255877.0,0.0
SNACKPACK_CHOCOLATE,SNACKPACK,small_int_dev,SNACKPACK_VANILLA|PEBBLES_L,-3|-3,1826.083,2039.6633,405560.5,255851.0,4268,2135,78699.5,71010.0,255851.0,71010.0
ROBOT_MOPPING,ROBOT,small_int_dev,PANEL_1X2|SLEEP_POD_POLYESTER,-3|-2,3001.6025,922.8741,280832.0,255806.5,5166,5053,0.0,25025.5,255806.5,0.0
UV_VISOR_MAGENTA,UV_VISOR,small_int_dev,UV_VISOR_YELLOW|SLEEP_POD_POLYESTER,-1|3,2364.3946,881.8765,303264.0,255763.5,4090,3693,47500.5,0.0,255763.5,0.0
PEBBLES_S,PEBBLES,small_int_dev,TRANSLATOR_GRAPHITE_MIST|ROBOT_MOPPING,2|3,3563.8745,1316.4415,218351.0,255540.5,4673,3961,0.0,-37189.5,255540.5,-37189.5
SLEEP_POD_POLYESTER,SLEEP_POD,small_int_dev,SLEEP_POD_COTTON|SLEEP_POD_SUEDE,3|2,3228.7317,1812.2891,397761.0,255539.5,3878,1512,142221.5,0.0,255539.5,0.0
PEBBLES_XL,PEBBLES,small_int_dev,PEBBLES_M|TRANSLATOR_VOID_BLUE,2|3,1662.8797,1269.9733,539469.0,255483.5,4371,1461,83089.0,200896.5,255483.5,83089.0
PEBBLES_XS,PEBBLES,small_int_dev,PEBBLES_S|PANEL_2X2,2|-3,1700.3824,1034.7309,287406.0,255374.0,5036,4874,12098.0,19934.0,255374.0,12098.0
UV_VISOR_AMBER,UV_VISOR,small_int_dev,SLEEP_POD_POLYESTER|PEBBLES_S,-3|2,3403.4756,901.7141,337830.0,255308.0,3553,1931,82522.0,0.0,255308.0,0.0
UV_VISOR_AMBER,UV_VISOR,small_int_dev,PEBBLES_S|PEBBLES_L,-3|2,3811.7778,1205.7051,368027.5,255229.0,4603,3833,112798.5,0.0,255229.0,0.0
PEBBLES_L,PEBBLES,small_int_dev,PEBBLES_XL|MICROCHIP_OVAL,2|2,2991.926,2562.8966,593375.0,254988.5,3099,747,250153.5,88233.0,254988.5,88233.0
MICROCHIP_CIRCLE,MICROCHIP,small_int_dev,ROBOT_VACUUMING|PEBBLES_S,-2|-3,3149.0539,1031.6395,345062.0,254924.0,4399,3420,90138.0,0.0,254924.0,0.0
ROBOT_MOPPING,ROBOT,small_int_dev,ROBOT_DISHES|SLEEP_POD_POLYESTER,3|-2,1830.3029,1652.3914,361045.0,254741.5,4119,1314,95546.0,10757.5,254741.5,10757.5
PEBBLES_M,PEBBLES,small_int_dev,PEBBLES_L|PEBBLES_XL,-2|3,5572.0412,5596.7454,642459.5,254734.5,5765,2552,387725.0,0.0,254734.5,0.0
PANEL_2X2,PANEL,small_int_dev,SLEEP_POD_POLYESTER|PEBBLES_XL,3|-1,2545.1786,2273.0015,191659.0,254730.0,6060,4862,0.0,-63071.0,254730.0,-63071.0
PANEL_1X4,PANEL,small_int_dev,PEBBLES_S|OXYGEN_SHAKE_CHOCOLATE,-3|-1,2726.5787,973.9973,293408.5,254721.0,5409,4504,38687.5,0.0,254721.0,0.0
UV_VISOR_MAGENTA,UV_VISOR,small_int_dev,SLEEP_POD_POLYESTER|PEBBLES_L,3|1,2769.7162,1603.045,305544.5,254703.0,4620,2979,38686.0,12155.5,254703.0,12155.5
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,small_int_dev,GALAXY_SOUNDS_BLACK_HOLES|GALAXY_SOUNDS_SOLAR_WINDS,-3|-3,4046.9565,1422.0082,288475.0,254697.5,5008,4406,33777.5,0.0,254697.5,0.0
SNACKPACK_CHOCOLATE,SNACKPACK,small_int_dev,MICROCHIP_TRIANGLE|OXYGEN_SHAKE_CHOCOLATE,3|2,1727.5384,732.1498,304763.0,254603.5,4439,4089,2276.0,47883.5,254603.5,2276.0
ROBOT_MOPPING,ROBOT,small_int_dev,ROBOT_LAUNDRY|SLEEP_POD_POLYESTER,2|-3,4525.6139,1397.943,266185.5,254576.0,3642,3605,11609.5,0.0,254576.0,0.0
SNACKPACK_CHOCOLATE,SNACKPACK,small_int_dev,SNACKPACK_STRAWBERRY|PEBBLES_L,-1|-3,1968.0844,2268.7052,383174.0,254312.5,4026,2204,112876.0,15985.5,254312.5,15985.5
SNACKPACK_STRAWBERRY,SNACKPACK,small_int_dev,SNACKPACK_CHOCOLATE|PEBBLES_L,-1|-3,1968.0844,2268.7052,383174.0,254312.5,4026,2204,112876.0,15985.5,254312.5,15985.5
ROBOT_MOPPING,ROBOT,small_int_dev,PEBBLES_L|SLEEP_POD_POLYESTER,-2|-3,4221.3802,2528.0622,329192.5,254312.0,4434,3479,66288.0,8592.5,254312.0,8592.5
MICROCHIP_CIRCLE,MICROCHIP,small_int_dev,ROBOT_VACUUMING|UV_VISOR_RED,-2|3,2378.6033,747.1233,349611.0,254304.0,4719,4171,95307.0,0.0,254304.0,0.0
ROBOT_MOPPING,ROBOT,small_int_dev,PANEL_1X2|PEBBLES_L,1|-3,2371.4362,2717.5507,335265.5,254274.5,4381,3050,45595.5,35395.5,254274.5,35395.5
PEBBLES_XS,PEBBLES,small_int_dev,ROBOT_DISHES|PANEL_2X2,-3|-3,2003.7576,1347.8287,404760.5,254043.0,4797,3337,23359.5,127358.0,254043.0,23359.5
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,small_int_dev,GALAXY_SOUNDS_BLACK_HOLES|SLEEP_POD_POLYESTER,-3|-2,4867.9027,1210.8198,287844.0,253906.0,4559,3410,33938.0,0.0,253906.0,0.0
SLEEP_POD_SUEDE,SLEEP_POD,small_int_dev,SLEEP_POD_COTTON|TRANSLATOR_SPACE_GRAY,3|3,2109.4488,2653.5501,348486.5,253690.5,5790,4162,0.0,94796.0,253690.5,0.0
SNACKPACK_CHOCOLATE,SNACKPACK,small_int_dev,ROBOT_IRONING|PEBBLES_L,-2|3,2872.4562,1858.14,279701.5,253585.0,4851,3760,63799.0,-37682.5,253585.0,-37682.5
MICROCHIP_OVAL,MICROCHIP,small_int_dev,MICROCHIP_CIRCLE|MICROCHIP_TRIANGLE,3|3,1333.0069,1667.7708,298305.0,253508.0,3874,2823,4744.5,40052.5,253508.0,4744.5
PEBBLES_M,PEBBLES,small_int_dev,PEBBLES_L|MICROCHIP_SQUARE,-3|-1,3551.6801,2570.3848,370677.5,253235.0,4155,2521,107319.0,10123.5,253235.0,10123.5
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,small_int_dev,ROBOT_LAUNDRY|PEBBLES_M,-2|3,3019.7943,949.3738,342020.5,253187.0,4773,3274,0.0,88833.5,253187.0,0.0
SNACKPACK_PISTACHIO,SNACKPACK,small_int_dev,ROBOT_VACUUMING|PEBBLES_L,-1|3,2182.3249,2073.5947,374925.5,253025.5,5150,3129,97406.5,24493.5,253025.5,24493.5
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,small_int_dev,GALAXY_SOUNDS_BLACK_HOLES|TRANSLATOR_GRAPHITE_MIST,-2|-2,2626.2761,742.4534,290642.0,252974.5,3215,2480,33271.0,4396.5,252974.5,4396.5
PEBBLES_S,PEBBLES,small_int_dev,PEBBLES_XL|TRANSLATOR_VOID_BLUE,-3|-1,5139.0519,4079.7775,532859.5,252811.5,6403,1481,280048.0,0.0,252811.5,0.0
TRANSLATOR_VOID_BLUE,TRANSLATOR,small_int_dev,PEBBLES_S|PEBBLES_XL,-1|-3,5139.0519,4079.7775,532859.5,252811.5,6403,1481,280048.0,0.0,252811.5,0.0
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,small_int_dev,OXYGEN_SHAKE_CHOCOLATE|SLEEP_POD_LAMB_WOOL,1|-3,1414.2516,1062.392,453787.0,252806.5,3492,1732,198211.5,2769.0,252806.5,2769.0
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,small_int_dev,TRANSLATOR_SPACE_GRAY|PEBBLES_L,1|-3,1823.4297,2056.5143,328403.0,252612.0,3991,1986,48699.5,27091.5,252612.0,27091.5
PANEL_2X4,PANEL,small_int_dev,PANEL_2X2|TRANSLATOR_SPACE_GRAY,-3|-3,2701.0477,1226.0709,373818.5,252595.0,4981,3645,0.0,121223.5,252595.0,0.0
MICROCHIP_CIRCLE,MICROCHIP,small_int_dev,PEBBLES_S|ROBOT_DISHES,-3|-1,1848.8412,976.5217,367682.0,252588.5,3808,2410,115093.5,0.0,252588.5,0.0
ROBOT_IRONING,ROBOT,small_int_dev,UV_VISOR_RED|SLEEP_POD_SUEDE,3|2,3549.0485,1029.2539,366619.0,252480.5,3301,2637,114138.5,0.0,252480.5,0.0
PANEL_2X4,PANEL,small_int_dev,PEBBLES_L|MICROCHIP_CIRCLE,-3|2,2486.8798,3223.408,275292.0,252457.5,4068,3142,19383.0,3451.5,252457.5,3451.5
UV_VISOR_AMBER,UV_VISOR,small_int_dev,UV_VISOR_RED|PANEL_4X4,3|3,2942.8341,1398.4909,252384.5,252384.5,5087,5087,0.0,0.0,252384.5,0.0
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,small_int_dev,TRANSLATOR_SPACE_GRAY|GALAXY_SOUNDS_BLACK_HOLES,-3|-3,1889.1426,1276.7911,252357.5,252322.0,4584,3942,41613.0,-41577.5,252322.0,-41577.5
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,small_int_dev,TRANSLATOR_SPACE_GRAY|MICROCHIP_TRIANGLE,2|-3,2077.0827,834.0726,316674.0,252106.5,4610,2991,397.0,64170.5,252106.5,397.0
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,small_int_dev,SLEEP_POD_POLYESTER|PANEL_1X2,3|2,2695.0042,951.4344,282001.0,252093.0,4917,4333,4980.0,24928.0,252093.0,4980.0
SNACKPACK_PISTACHIO,SNACKPACK,small_int_dev,SNACKPACK_VANILLA|PEBBLES_L,-3|-3,1879.3403,2132.0057,403180.0,251980.0,4453,2443,86008.5,65191.5,251980.0,65191.5
PEBBLES_XL,PEBBLES,small_int_dev,PEBBLES_S|MICROCHIP_SQUARE,3|3,4204.5358,4227.7725,450691.5,251946.0,3916,1413,0.0,198745.5,251946.0,0.0
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,small_int_dev,GALAXY_SOUNDS_BLACK_HOLES|SLEEP_POD_COTTON,-3|-3,5165.1478,1588.6284,296410.5,251943.0,4882,3970,44467.5,0.0,251943.0,0.0
UV_VISOR_MAGENTA,UV_VISOR,small_int_dev,UV_VISOR_YELLOW|PEBBLES_L,-2|-2,2270.6734,2789.3131,390116.5,251699.5,4596,2621,108674.5,29742.5,251699.5,29742.5
SLEEP_POD_POLYESTER,SLEEP_POD,small_int_dev,GALAXY_SOUNDS_SOLAR_WINDS|ROBOT_DISHES,-3|-3,3621.2261,1312.0649,254003.0,251683.5,3948,3932,2319.5,0.0,251683.5,0.0
MICROCHIP_RECTANGLE,MICROCHIP,small_int_dev,MICROCHIP_TRIANGLE|OXYGEN_SHAKE_CHOCOLATE,-3|-1,2491.6666,681.1891,246553.5,251666.0,6693,6665,0.0,-5112.5,251666.0,-5112.5
SLEEP_POD_SUEDE,SLEEP_POD,small_int_dev,GALAXY_SOUNDS_SOLAR_FLAMES|MICROCHIP_TRIANGLE,-3|2,2334.4984,1486.7486,468746.5,251567.0,5038,2855,217179.5,0.0,251567.0,0.0
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,small_int_dev,GALAXY_SOUNDS_BLACK_HOLES|PEBBLES_M,-2|-3,3201.1599,1289.6222,273458.0,251524.0,5884,5767,0.0,21934.0,251524.0,0.0
PANEL_2X2,PANEL,small_int_dev,PEBBLES_M|SLEEP_POD_POLYESTER,3|2,4065.1395,1074.5511,316305.0,251497.5,2957,2510,11588.0,53219.5,251497.5,11588.0
UV_VISOR_MAGENTA,UV_VISOR,small_int_dev,UV_VISOR_RED|ROBOT_VACUUMING,-3|-2,1446.5077,806.4562,331846.0,251487.5,5158,3497,31580.5,48778.0,251487.5,31580.5
MICROCHIP_OVAL,MICROCHIP,small_int_dev,MICROCHIP_RECTANGLE|MICROCHIP_SQUARE,-3|-2,1606.3814,1846.7796,544289.0,251480.5,4421,3139,149368.0,143440.5,251480.5,143440.5
TRANSLATOR_ASTRO_BLACK,TRANSLATOR,small_int_dev,MICROCHIP_TRIANGLE|PEBBLES_M,3|1,2126.9221,1151.7077,367491.5,251285.0,4975,3607,0.0,116206.5,251285.0,0.0
PANEL_2X4,PANEL,small_int_dev,TRANSLATOR_SPACE_GRAY|SLEEP_POD_COTTON,-3|-2,2019.5465,1971.9715,272483.5,251040.0,4210,2892,0.0,21443.5,251040.0,0.0
UV_VISOR_AMBER,UV_VISOR,small_int_dev,UV_VISOR_MAGENTA|SLEEP_POD_POLYESTER,-3|2,1585.0371,1099.3883,334491.0,250876.5,5266,3922,61369.0,22245.5,250876.5,22245.5
SLEEP_POD_COTTON,SLEEP_POD,small_int_dev,SLEEP_POD_POLYESTER|TRANSLATOR_ASTRO_BLACK,-3|-3,3106.3266,2012.2553,341644.5,250798.5,5804,4952,69057.0,21789.0,250798.5,21789.0
ROBOT_MOPPING,ROBOT,small_int_dev,PEBBLES_S|SLEEP_POD_POLYESTER,2|-3,4901.0878,1065.7558,343510.5,250730.5,2876,1321,92780.0,0.0,250730.5,0.0
SNACKPACK_CHOCOLATE,SNACKPACK,small_int_dev,SNACKPACK_VANILLA|PEBBLES_L,-2|-3,1814.7076,2094.1816,413281.0,250630.0,3631,1542,89438.5,73212.5,250630.0,73212.5
SLEEP_POD_NYLON,SLEEP_POD,small_int_dev,SLEEP_POD_COTTON|SLEEP_POD_POLYESTER,-3|-3,5622.7635,2433.592,286358.5,250548.5,4833,3982,35810.0,0.0,250548.5,0.0
PEBBLES_L,PEBBLES,small_int_dev,PEBBLES_XL|MICROCHIP_OVAL,3|2,4154.7465,3982.3737,839767.5,250517.5,3623,551,498077.5,91172.5,250517.5,91172.5
ROBOT_DISHES,ROBOT,small_int_dev,SLEEP_POD_POLYESTER|MICROCHIP_TRIANGLE,3|-2,3732.6454,819.5877,356306.5,250434.5,5176,4634,87335.5,18536.5,250434.5,18536.5
MICROCHIP_CIRCLE,MICROCHIP,small_int_dev,PEBBLES_S|PEBBLES_M,-3|2,3329.1738,1394.6644,349565.5,250367.5,3814,2732,99198.0,0.0,250367.5,0.0
SNACKPACK_PISTACHIO,SNACKPACK,small_int_dev,ROBOT_VACUUMING|PEBBLES_L,1|-3,2091.0017,2257.9804,380655.0,250102.0,4330,2259,104612.0,25941.0,250102.0,25941.0
UV_VISOR_ORANGE,UV_VISOR,small_int_dev,UV_VISOR_RED|PANEL_1X4,3|-2,2816.9673,852.3356,273458.5,250038.0,4539,4396,0.0,23420.5,250038.0,0.0
ROBOT_MOPPING,ROBOT,small_int_dev,TRANSLATOR_ASTRO_BLACK|SLEEP_POD_POLYESTER,3|3,1997.0673,1318.2383,472648.0,249969.5,3218,1546,115903.0,106775.5,249969.5,106775.5
SNACKPACK_PISTACHIO,SNACKPACK,small_int_dev,PEBBLES_L|MICROCHIP_SQUARE,-3|-1,3017.3372,2727.1902,364307.5,249880.5,4441,2594,103844.0,10583.0,249880.5,10583.0
MICROCHIP_OVAL,MICROCHIP,small_int_dev,PEBBLES_L|GALAXY_SOUNDS_DARK_MATTER,3|3,3086.1354,2362.0585,247992.5,249872.0,5125,3701,20283.0,-22162.5,249872.0,-22162.5
MICROCHIP_CIRCLE,MICROCHIP,small_int_dev,MICROCHIP_RECTANGLE|MICROCHIP_TRIANGLE,-1|-3,2627.405,589.2301,244518.5,249774.5,6976,6838,0.0,-5256.0,249774.5,-5256.0
MICROCHIP_RECTANGLE,MICROCHIP,small_int_dev,MICROCHIP_CIRCLE|MICROCHIP_TRIANGLE,-1|-3,2627.405,589.2301,244518.5,249774.5,6976,6838,0.0,-5256.0,249774.5,-5256.0
UV_VISOR_MAGENTA,UV_VISOR,small_int_dev,MICROCHIP_RECTANGLE|PEBBLES_L,-2|-2,1466.9629,1762.9276,396647.5,249673.0,3785,2217,50037.5,96937.0,249673.0,50037.5
UV_VISOR_MAGENTA,UV_VISOR,small_int_dev,SLEEP_POD_POLYESTER|PEBBLES_L,3|2,3198.2931,2297.8504,314747.5,249653.0,5216,4219,65007.0,87.5,249653.0,87.5
SLEEP_POD_SUEDE,SLEEP_POD,small_int_dev,SLEEP_POD_POLYESTER|TRANSLATOR_SPACE_GRAY,3|-2,2829.8777,986.4899,325824.5,249599.0,5278,3124,76225.5,0.0,249599.0,0.0
SLEEP_POD_SUEDE,SLEEP_POD,small_int_dev,SLEEP_POD_NYLON|SLEEP_POD_POLYESTER,3|3,3071.1826,940.8687,249570.0,249570.0,6164,6164,0.0,0.0,249570.0,0.0
PEBBLES_S,PEBBLES,small_int_dev,PEBBLES_L|PEBBLES_M,3|3,3682.6829,1887.6001,394302.5,249426.5,4454,2834,89305.0,55571.0,249426.5,55571.0
PEBBLES_S,PEBBLES,small_int_dev,PEBBLES_XL|PANEL_1X4,3|3,5552.9963,5194.7964,482467.0,249255.5,4703,1750,233211.5,0.0,249255.5,0.0
PEBBLES_XS,PEBBLES,small_int_dev,PEBBLES_S|SNACKPACK_RASPBERRY,3|3,1675.0745,1037.7905,498394.0,249142.0,4165,2100,101298.5,147953.5,249142.0,101298.5
PEBBLES_L,PEBBLES,small_int_dev,PEBBLES_S|SNACKPACK_PISTACHIO,3|2,2924.5398,1176.3562,284167.5,249133.5,5427,4595,35034.0,0.0,249133.5,0.0
MICROCHIP_OVAL,MICROCHIP,small_int_dev,PEBBLES_L|ROBOT_IRONING,-3|2,1994.1663,2308.4239,293500.5,249119.5,4059,2264,49345.5,-4964.5,249119.5,-4964.5
MICROCHIP_SQUARE,MICROCHIP,small_int_dev,MICROCHIP_OVAL|PEBBLES_XL,1|2,2526.5632,2795.5708,501520.0,248966.5,4647,2017,157857.5,94696.0,248966.5,94696.0
PANEL_4X4,PANEL,small_int_dev,SLEEP_POD_LAMB_WOOL|SLEEP_POD_POLYESTER,-2|-3,3100.7384,1143.0987,381372.5,248739.0,5530,3921,102382.0,30251.5,248739.0,30251.5
ROBOT_LAUNDRY,ROBOT,small_int_dev,TRANSLATOR_VOID_BLUE|PEBBLES_XL,-3|-3,6519.5449,4927.5222,535493.0,248670.0,5766,987,286823.0,0.0,248670.0,0.0
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE,small_int_dev,OXYGEN_SHAKE_GARLIC|TRANSLATOR_GRAPHITE_MIST,3|3,3957.4076,906.1949,315197.5,248486.0,5337,4733,46652.5,20059.0,248486.0,20059.0
SNACKPACK_STRAWBERRY,SNACKPACK,small_int_dev,SNACKPACK_RASPBERRY|PEBBLES_L,3|3,1768.5673,1907.6722,358559.5,248445.0,3222,1017,86714.0,23400.5,248445.0,23400.5
PEBBLES_XS,PEBBLES,small_int_dev,PEBBLES_XL|ROBOT_DISHES,3|-2,5700.5349,4403.2308,732756.0,248388.0,5468,1904,484368.0,0.0,248388.0,0.0
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,small_int_dev,PEBBLES_L|TRANSLATOR_ECLIPSE_CHARCOAL,-3|1,1968.4667,2221.5378,353347.0,248371.0,3719,1855,45646.0,59330.0,248371.0,45646.0
ROBOT_LAUNDRY,ROBOT,small_int_dev,ROBOT_DISHES|MICROCHIP_TRIANGLE,-2|-3,2255.8452,897.9137,253207.5,248170.5,5756,5741,0.0,5037.0,248170.5,0.0
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,small_int_dev,SLEEP_POD_POLYESTER|UV_VISOR_MAGENTA,-2|3,1553.8865,851.5233,360311.5,248155.5,4684,3804,58247.5,53908.5,248155.5,53908.5
SNACKPACK_RASPBERRY,SNACKPACK,small_int_dev,SNACKPACK_PISTACHIO|PEBBLES_L,-2|3,1966.9835,2136.0964,348669.0,248016.5,3921,2537,78135.0,22517.5,248016.5,22517.5
SNACKPACK_RASPBERRY,SNACKPACK,small_int_dev,UV_VISOR_ORANGE|PEBBLES_L,-1|-3,2158.2242,2460.7007,329765.5,247993.0,5109,2961,81772.5,0.0,247993.0,0.0
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,small_int_dev,SLEEP_POD_LAMB_WOOL|PEBBLES_XL,-1|3,5462.264,4237.2567,481192.5,247970.5,6258,1658,233222.0,0.0,247970.5,0.0
PEBBLES_S,PEBBLES,small_int_dev,PEBBLES_M|PANEL_1X4,3|3,1615.029,1711.521,535289.5,247939.5,4076,1802,102324.5,185025.5,247939.5,102324.5
MICROCHIP_SQUARE,MICROCHIP,small_int_dev,MICROCHIP_TRIANGLE|SNACKPACK_PISTACHIO,3|-2,3446.8458,970.1381,248063.0,247920.5,5074,5073,142.5,0.0,247920.5,0.0
PEBBLES_L,PEBBLES,small_int_dev,GALAXY_SOUNDS_DARK_MATTER|ROBOT_MOPPING,-3|-3,3095.5233,1986.6836,137141.5,247857.0,4450,2086,0.0,-110715.5,247857.0,-110715.5
UV_VISOR_YELLOW,UV_VISOR,small_int_dev,UV_VISOR_MAGENTA|TRANSLATOR_ASTRO_BLACK,3|3,1295.6581,1000.5129,438432.5,247830.5,4017,2578,36740.0,153862.0,247830.5,36740.0
PEBBLES_XS,PEBBLES,small_int_dev,PEBBLES_M|PEBBLES_XL,2|-3,4152.125,3945.422,787890.5,247709.0,3836,1453,423983.0,116198.5,247709.0,116198.5
TRANSLATOR_VOID_BLUE,TRANSLATOR,small_int_dev,TRANSLATOR_GRAPHITE_MIST|TRANSLATOR_SPACE_GRAY,-3|-3,2066.8627,2666.8571,161683.0,247598.0,3530,2733,0.0,-85915.0,247598.0,-85915.0
SLEEP_POD_LAMB_WOOL,SLEEP_POD,small_int_dev,SLEEP_POD_COTTON|SLEEP_POD_NYLON,2|3,2662.6202,900.4438,247578.0,247578.0,6186,6186,0.0,0.0,247578.0,0.0
TRANSLATOR_VOID_BLUE,TRANSLATOR,small_int_dev,PEBBLES_XL|ROBOT_LAUNDRY,2|3,2703.0506,2909.7853,487267.5,247441.0,4006,1465,218624.0,21202.5,247441.0,21202.5
SNACKPACK_RASPBERRY,SNACKPACK,small_int_dev,ROBOT_VACUUMING|PEBBLES_L,1|-3,2101.3232,2048.1881,378482.0,247317.0,4774,2216,103624.5,27540.5,247317.0,27540.5
UV_VISOR_MAGENTA,UV_VISOR,small_int_dev,SLEEP_POD_POLYESTER|MICROCHIP_RECTANGLE,-2|-3,1577.8044,1340.1479,491196.0,247171.5,4752,2770,129126.0,114898.5,247171.5,114898.5
MICROCHIP_CIRCLE,MICROCHIP,small_int_dev,MICROCHIP_OVAL|PEBBLES_XL,-3|-3,3961.5808,3524.2978,839533.0,246965.5,3106,542,386940.0,205627.5,246965.5,205627.5
SLEEP_POD_SUEDE,SLEEP_POD,small_int_dev,SLEEP_POD_NYLON|UV_VISOR_ORANGE,3|3,2087.172,1544.5518,277950.5,246942.0,4633,3892,16500.5,14508.0,246942.0,14508.0
ROBOT_LAUNDRY,ROBOT,small_int_dev,ROBOT_IRONING|PEBBLES_XL,-3|-3,4240.3832,3918.1983,696522.5,246899.5,3959,1069,380180.5,69442.5,246899.5,69442.5
PEBBLES_XL,PEBBLES,small_int_dev,PEBBLES_M|SNACKPACK_STRAWBERRY,1|3,1341.304,1376.3637,518362.5,246890.0,4412,1393,109497.0,161975.5,246890.0,109497.0
MICROCHIP_CIRCLE,MICROCHIP,small_int_dev,PEBBLES_S|PEBBLES_XL,-3|-3,3776.6862,3770.4856,573728.0,246769.5,5325,959,291203.0,35755.5,246769.5,35755.5
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,small_int_dev,PEBBLES_L|TRANSLATOR_ECLIPSE_CHARCOAL,-3|-1,2042.7688,2546.5774,396620.0,246643.0,3916,2439,123681.0,26296.0,246643.0,26296.0
SNACKPACK_STRAWBERRY,SNACKPACK,small_int_dev,SNACKPACK_RASPBERRY|PEBBLES_L,2|3,1758.9551,1984.1624,360279.5,246641.0,3458,1358,77406.0,36232.5,246641.0,36232.5
PANEL_2X2,PANEL,small_int_dev,PANEL_2X4|PEBBLES_M,1|3,2895.0378,990.7194,273822.5,246611.5,4272,3408,6033.5,21177.5,246611.5,6033.5
SLEEP_POD_COTTON,SLEEP_POD,small_int_dev,SLEEP_POD_SUEDE|TRANSLATOR_ASTRO_BLACK,3|3,1196.4799,1033.142,529576.0,246576.5,4707,1194,165404.0,117595.5,246576.5,117595.5
PEBBLES_S,PEBBLES,small_int_dev,PEBBLES_M|PEBBLES_XL,2|-3,4455.6402,3947.7306,756620.0,246529.5,4660,745,488613.0,21477.5,246529.5,21477.5
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,small_int_dev,SLEEP_POD_POLYESTER|UV_VISOR_MAGENTA,-3|2,2748.7142,781.1369,310791.5,246522.0,4646,2993,47327.0,16942.5,246522.0,16942.5
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,small_int_dev,GALAXY_SOUNDS_DARK_MATTER|UV_VISOR_RED,2|3,1391.8731,589.2792,411039.0,246481.5,4259,2438,86118.0,78439.5,246481.5,78439.5
ROBOT_DISHES,ROBOT,small_int_dev,ROBOT_LAUNDRY|SLEEP_POD_POLYESTER,-2|3,3503.6304,1425.8239,348411.0,246371.5,4290,3501,102039.5,0.0,246371.5,0.0
PEBBLES_S,PEBBLES,small_int_dev,MICROCHIP_SQUARE|SLEEP_POD_POLYESTER,-1|3,2243.5102,866.6571,380137.5,246312.0,4341,3287,131343.5,2482.0,246312.0,2482.0
MICROCHIP_RECTANGLE,MICROCHIP,small_int_dev,MICROCHIP_CIRCLE|MICROCHIP_TRIANGLE,-2|-3,2506.995,705.2494,244589.0,246163.0,4383,3760,26827.0,-28401.0,246163.0,-28401.0
PANEL_2X2,PANEL,small_int_dev,PEBBLES_XL|PEBBLES_XS,-3|-1,4079.6979,3987.4629,517053.0,245928.0,5333,2151,271125.0,0.0,245928.0,0.0
